dataset_index,utt_id,speaker_id,pinyin,syllable_base,tone,speaker_variety,pinyin_variety,pinyin_source,duration_seconds,mean_f0_hz,median_f0_hz,min_f0_hz,max_f0_hz,f0_range_hz,f0_start,f0_25,f0_50,f0_75,f0_end,slope_start_to_mid,slope_mid_to_end,voiced_proportion,slope_start_to_mid_hz_per_s,slope_mid_to_end_hz_per_s,f0_sd_hz,voiced_frames,total_frames,flags
2271,SSB00430324,SSB0043,hen3,hen,3,mainland,mainland,corpus,0.32,243.26,253.224,206.101,273.248,67.1474,254.167,269.995,259.069,215.105,208.516,2.44984,-27.8382,1,36.3125,-374.469,23.7895,55,55,
2293,SSB00430361,SSB0043,er2,er,2,mainland,mainland,corpus,0.12,236.028,235.622,233.202,237.884,4.68188,235.813,237.349,236.767,235.499,235.495,2.15135,-2.86966,1,29.3629,-39.1404,1.27924,14,14,
2311,SSB00430386,SSB0043,qu4,qu,4,mainland,mainland,corpus,0.16,340.136,341.193,325.905,351.529,25.6238,341.745,347.6,344.206,335.718,329.179,3.82137,-23.7777,0.608696,75.705,-462.355,7.77523,14,23,
2332,SSB00430409,SSB0043,hai2,hai,2,mainland,mainland,corpus,0.12,271.718,270.398,267.581,280.526,12.945,276.553,273.899,268.467,268.248,269.432,-18.6803,2.25774,0.857143,-294.021,35.0742,4.25799,12,14,
2340,SSB00430415,SSB0043,hai2,hai,2,mainland,mainland,corpus,0.2,229.991,233.54,217.774,237.339,19.5655,218.789,217.939,233.203,233.88,236.309,14.728,3.05367,0.580645,192.195,41.4072,7.71127,18,31,
2344,SSB00430417,SSB0043,hui4,hui,4,mainland,mainland,corpus,0.16,348.678,349.351,335.537,362.693,27.1558,357.694,352.925,349.351,344.288,337.245,-9.07988,-13.568,0.826087,-185.405,-269.021,7.25351,19,23,
2359,SSB00430434,SSB0043,ni3,ni,3,mainland,mainland,corpus,0.24,254.47,253.165,215.621,294.679,79.0579,291.045,273.869,253.165,234.455,217.887,-25.4104,-27.3467,1,-398.74,-371.342,23.3496,39,39,
2372,SSB00430456,SSB0043,ta1,ta,1,mainland,mainland,corpus,0.16,311.509,309.7,303.705,328.63,24.9254,321.067,316.836,309.7,304.382,304.558,-13.1378,-6.10198,0.869565,-239.309,-108.249,7.21003,20,23,
2381,SSB00430469,SSB0043,wo3,wo,3,mainland,mainland,corpus,0.12,278.424,279.614,269.244,285.308,16.0647,284.904,284.37,279.614,273.639,270.639,-9.98307,-17.3788,1,-162.758,-276.158,5.95405,14,14,
2399,SSB00430489,SSB0043,he2,he,2,mainland,mainland,corpus,0.14,308.917,302.611,288.203,345.719,57.5161,289.312,290.404,302.611,322.341,336.744,19.4512,46.257,0.894737,332.471,853.337,19.5516,17,19,
2405,SSB00430498,SSB0043,ni3,ni,3,mainland,mainland,corpus,0.2,241.089,241.272,224.393,251.639,27.2461,240.146,250.037,247.452,236.614,226.829,6.91789,-20.0872,1,97.4132,-274.977,7.84631,31,31,
2412,SSB00570020,SSB0057,yao4,yao,4,mainland,mainland,corpus,0.2,231.937,232.818,217.394,241.919,24.5249,232.724,231.756,238.572,232.179,220.145,5.72863,-18.556,1,77.9717,-245.702,5.87022,31,31,
2421,SSB00570035,SSB0057,zhe4,zhe,4,mainland,mainland,corpus,0.18,269.881,274.906,241.586,295.087,53.5008,282.715,281.005,274.906,259.646,246.302,-14.9211,-58.5257,0.518519,-240.284,-880.107,15.946,14,27,
2429,SSB00570099,SSB0057,dui4,dui,4,mainland,mainland,corpus,0.3,232.719,216.241,207.187,270.059,62.8718,208.753,215.695,212.586,265.964,252.231,2.5205,23.6827,0.862745,30.6705,317.155,24.4595,44,51,
2433,SSB00570118,SSB0057,er2,er,2,mainland,mainland,corpus,0.18,207.686,206.347,203.97,215.074,11.1035,204.233,205.663,206.506,209.182,214.096,3.48354,11.3614,0.851852,41.3235,137.997,3.19599,23,27,
2440,SSB00570124,SSB0057,ge1,ge,1,mainland,mainland,corpus,0.28,221.492,221.322,219.043,225.518,6.47493,223.294,219.364,219.757,222.715,223.409,-4.25341,4.38991,0.574468,-54.4247,56.1858,1.90201,27,47,
2486,SSB00050336,SSB0005,wo2,wo,2,mainland,mainland,corpus,0.18,245.038,244.122,234.573,251.981,17.4083,241.059,243.482,244.122,247.416,250.869,4.16344,8.98991,0.814815,58.3398,128.511,3.86434,22,27,
2495,SSB00050346,SSB0005,cong2,cong,2,mainland,mainland,corpus,0.42,233.971,231.672,217.494,253.919,36.4256,218.138,228.806,249.347,249.439,222.048,12.5135,-10.8509,0.84,168.699,-147.563,12.2921,63,75,
2514,SSB00050382,SSB0005,yao4,yao,4,mainland,mainland,corpus,0.16,161.08,143.354,142.51,341.374,198.864,335.148,143.871,143.13,143.372,142.761,-267.811,-0.813698,0.956522,-3491.23,-6.71858,57.3593,22,23,octave_span
2537,SSB00050417,SSB0005,zai4,zai,4,mainland,mainland,corpus,0.22,294.372,293.323,272.341,327.566,55.2254,317.662,302.708,292.294,282.652,274.938,-24.0148,-17.662,0.735294,-422.806,-289.254,14.7866,25,34,
2555,SSB00570379,SSB0057,lai2,lai,2,mainland,mainland,corpus,0.24,202.66,199.7,196.819,218.83,22.0104,215.909,203.214,197.987,197.943,200.67,-15.792,2.45282,1,-188.656,28.2405,6.77721,39,39,
2566,SSB00570405,SSB0057,die1,die,1,mainland,mainland,corpus,0.28,247.548,267.282,203.744,280.582,76.8381,214.141,210.04,267.509,270.085,267.282,33.4987,-0.127709,0.829787,464.073,-1.97251,28.2663,39,47,
2568,SSB00570405,SSB0057,zhi4,zhi,4,mainland,mainland,corpus,0.4,225.778,226.889,189.099,259.988,70.8894,193.107,205.204,257.895,259.321,233.591,28.6207,-9.7921,0.507042,370.219,-138.882,28.4874,36,71,
2583,SSB00570450,SSB0057,yao4,yao,4,mainland,mainland,corpus,0.3,221.37,223.685,188.677,242.236,53.5596,226.264,220.513,239.76,221.409,197.326,9.78496,-32.8988,0.568627,131.662,-413.99,15.1192,29,51,
2590,SSB00570483,SSB0057,cong2,cong,2,mainland,mainland,corpus,0.58,195.906,192.397,185.509,222.928,37.4183,204.149,189.131,191.425,199.89,199.318,-4.2442,2.66462,0.415094,-48.4718,30.0664,8.63897,44,106,
2597,SSB00730002,SSB0073,zhe4,zhe,4,mainland,mainland,corpus,0.32,108.364,126.627,60.1996,162.513,102.314,134.444,126.406,64.0979,154.865,154.105,-94.9916,112.494,0.745455,-521.081,666.716,39.6269,41,55,octave_span
2601,SSB00730012,SSB0073,shi4,shi,4,mainland,mainland,corpus,0.26,146.755,146.052,142.805,153.892,11.0872,147.517,150.567,145.82,143.947,145.504,-1.90682,-0.358435,1,-16.1542,-3.01579,3.01016,43,43,
2605,SSB00730012,SSB0073,he2,he,2,mainland,mainland,corpus,0.38,138.163,138.934,127.354,147.468,20.1143,136.886,134.781,145.644,140.151,129.182,6.50713,-12.585,1,53.0798,-99.7713,5.9712,67,67,
2611,SSB00730015,SSB0073,shi4,shi,4,mainland,mainland,corpus,0.32,141.401,143.872,113.572,170.286,56.7141,164.957,144.652,122.899,142.199,151.77,-37.7445,27.0596,0.690909,-311.547,213.864,18.4689,38,55,
2613,SSB00730015,SSB0073,guo4,guo,4,mainland,mainland,corpus,0.4,133.559,135.95,109.039,174.464,65.4255,140.384,139.326,112.348,118.769,154.499,-22.039,31.5171,0.816901,-160.205,240.864,17.311,58,71,
2618,SSB00730037,SSB0073,zai4,zai,4,mainland,mainland,corpus,0.14,151.985,149.997,143.048,170.102,27.054,164.171,157.755,149.428,144.431,143.301,-46.5418,-20.7092,0.789474,-421.223,-175.058,8.4486,15,19,
2635,SSB00730049,SSB0073,kan4,kan,4,mainland,mainland,corpus,0.26,137.77,130.618,123.991,161.178,37.1864,124.597,128.471,130.618,158.313,158.572,7.78178,31.9751,0.837209,57.348,266.227,14.0711,36,43,
2637,SSB00730049,SSB0073,xiang3,xiang,3,mainland,mainland,corpus,0.24,127.291,128.817,121.812,129.935,8.12284,124.204,126.388,129.012,129.012,128.93,29.2195,-0.488497,0.25641,213.661,-3.63912,2.86168,10,39,low_voicing
2639,SSB00730051,SSB0073,zai4,zai,4,mainland,mainland,corpus,0.16,158.845,159.812,145.918,170.1,24.1818,169.041,168.108,159.812,149.366,147.195,-35.3459,-51.7722,0.521739,-335.615,-458.79,9.50907,12,23,
2641,SSB00730051,SSB0073,yu3,yu,3,mainland,mainland,corpus,0.22,104.978,104.665,100.88,113.49,12.6101,111.283,105.626,105.583,101.275,104.283,-11.0327,-2.60026,1,-69.0856,-15.7605,2.96901,34,34,
2660,SSB00730061,SSB0073,he2,he,2,mainland,mainland,corpus,0.12,152.912,152.936,152.847,152.956,0.109895,152.939,152.936,152.936,152.936,152.908,-0.0372084,-0.316204,0.357143,-0.328701,-2.79307,0.0468667,5,14,
2677,SSB00730072,SSB0073,er2,er,2,mainland,mainland,corpus,0.16,125.415,125.694,121.112,134.39,13.2781,127.996,126.953,125.694,122.446,121.362,-7.85309,-15.181,0.73913,-57.5368,-108.309,3.29102,17,23,
2688,SSB00730086,SSB0073,ji2,ji,2,mainland,mainland,corpus,0.22,129.283,132.159,119.573,135.99,16.4174,135.406,132.548,132.263,119.841,121.993,-4.92845,-16.9608,0.794118,-38.098,-124.479,6.17344,27,34,
2700,SSB00730099,SSB0073,hai2,hai,2,mainland,mainland,corpus,0.24,131.875,128.811,120.734,151.58,30.8458,121.295,125.64,132.706,139.121,135.686,16.3853,4.04663,1,120.119,31.3661,9.23698,39,39,
2721,SSB00730110,SSB0073,ye3,ye,3,mainland,mainland,corpus,0.18,130.603,130.025,129.092,133.087,3.99517,132.671,132.282,129.925,129.856,129.098,-7.62391,-2.32831,0.740741,-57.8182,-17.4177,1.30454,20,27,
2723,SSB00730110,SSB0073,dong3,dong,3,mainland,mainland,corpus,0.2,126.477,131.332,113.734,139.013,25.279,135.079,134.976,139.013,117.835,115.062,6.62766,-43.6493,0.806452,52.4615,-319.347,9.53556,25,31,
2727,SSB00730112,SSB0073,ge1,ge,1,mainland,mainland,corpus,0.26,133.086,134.119,115.599,135.394,19.7947,116.271,132.645,134.004,135.303,133.947,23.4045,-0.0704154,0.651163,168.89,-0.544927,4.81065,28,43,
2730,SSB00730115,SSB0073,dui4,dui,4,mainland,mainland,corpus,0.16,149.707,149.517,142.786,157.109,14.3229,144.894,147.894,154.357,150.998,144.138,19.9138,-21.5601,1,172.051,-185.794,4.45117,23,23,
2738,SSB00730121,SSB0073,you2,you,2,mainland,mainland,corpus,0.16,143.142,144.948,129.528,147.531,18.0026,134.918,141.735,145.838,147.023,143.666,28.3647,-5.46783,0.869565,229.88,-45.7167,4.9079,20,23,
2751,SSB00730140,SSB0073,ye3,ye,3,mainland,mainland,corpus,0.18,111.574,113.135,104.533,118.534,14.0017,114.374,115.142,113.758,109.327,105.883,-1.43734,-19.1087,1,-9.47018,-121.164,3.92123,27,27,
2755,SSB00730155,SSB0073,ge1,ge,1,mainland,mainland,corpus,0.24,113.324,113.59,109.246,114.41,5.16455,112.759,113.531,114.285,113.705,112.58,4.65367,-5.20498,0.538462,30.5149,-34.1029,1.17321,21,39,
2757,SSB00730157,SSB0073,zai4,zai,4,mainland,mainland,corpus,0.18,146.803,143.676,134.263,161.85,27.5874,146.041,141,161.333,154.312,137.058,26.5229,-43.4317,0.851852,235.258,-373.462,8.49584,23,27,
2762,SSB00730185,SSB0073,zai4,zai,4,mainland,mainland,corpus,0.14,150.945,148.009,140.255,165.361,25.1061,162.8,163.021,148.009,142.631,140.582,-36.6454,-19.8059,1,-328.699,-165.043,9.27197,19,19,
2767,SSB00730188,SSB0073,zai4,zai,4,mainland,mainland,corpus,0.2,140.851,137.882,135.385,150.249,14.8641,149.825,147.676,137.882,135.437,135.399,-38.3501,-8.38778,0.516129,-318.478,-66.2,6.13428,16,31,
2787,SSB00730213,SSB0073,dao4,dao,4,mainland,mainland,corpus,0.22,126.184,121.892,116.795,143.123,26.3289,119.693,118.874,120.016,133.017,128.437,0.56602,14.2307,1,3.91859,102.075,8.08362,34,34,
2791,SSB00730214,SSB0073,ge1,ge,1,mainland,mainland,corpus,0.26,121.063,124.722,98.7223,125.322,26.6,98.8393,121.189,124.491,125.085,125.185,38.0441,0.917112,0.744186,244.303,6.61322,7.91925,32,43,
2793,SSB00730218,SSB0073,ge1,ge,1,mainland,mainland,corpus,0.28,109.364,132.7,62.602,136.006,73.4035,69.6717,63.0857,128.82,134.917,134.974,92.5267,7.02439,0.702128,514.335,53.5067,33.1023,33,47,octave_span
2809,SSB00730233,SSB0073,dui4,dui,4,mainland,mainland,corpus,0.24,139.959,132.549,126.669,165.703,39.0341,132.046,127.757,126.669,153.524,142.377,-7.57621,21.3036,0.846154,-56.6011,165.348,12.3243,33,39,
2819,SSB00730262,SSB0073,he2,he,2,mainland,mainland,corpus,0.16,131.587,131.5,122.142,143.486,21.3446,131.275,136.845,133.511,128.217,123.363,5.3157,-24.8833,1,40.6499,-184.508,5.38326,23,23,
2823,SSB00730265,SSB0073,hai2,hai,2,mainland,mainland,corpus,0.2,123.885,126.068,100.229,145.484,45.2553,105.336,113.562,128.703,136.768,122.6,46.2469,-11.2131,1,311.555,-81.3676,12.1178,31,31,
2852,SSB00730291,SSB0073,ge1,ge,1,mainland,mainland,corpus,0.24,122.735,123.654,107.926,130.319,22.3936,123.32,108.911,126.848,123.899,122.905,5.14122,-5.75432,0.820513,37.1435,-41.5034,5.50809,32,39,
2854,SSB00730292,SSB0073,ge1,ge,1,mainland,mainland,corpus,0.26,105.904,116.514,61.7247,118.778,57.0535,62.1795,62.3576,114.226,116.948,118.562,127.618,7.81918,0.604651,630.864,52.5637,21.8531,26,43,
2857,SSB00730303,SSB0073,zai4,zai,4,mainland,mainland,corpus,0.16,164.768,166.781,150.639,175.761,25.1218,175.026,174.578,164.836,153.425,151.472,-34.6161,-48.7912,0.565217,-339.675,-445.457,10.1104,13,23,
2888,SSB00730350,SSB0073,dan4,dan,4,mainland,mainland,corpus,0.18,150.988,148.649,139.758,167.652,27.8942,167.025,158.348,148.649,142.453,139.824,-42.482,-22.3074,0.740741,-386.872,-185.795,9.88988,20,27,
2901,SSB00730367,SSB0073,dui4,dui,4,mainland,mainland,corpus,0.14,150.264,150.3,146.471,152.886,6.41467,152.083,151.907,151.051,149.072,148.206,-4.28589,-11.9697,0.631579,-37.5222,-103.45,2.02472,12,19,
2907,SSB00730373,SSB0073,xiang4,xiang,4,mainland,mainland,corpus,0.26,139.341,131.674,111.83,170.762,58.9318,170.59,170.336,134.288,127.64,116.111,-75.3169,-45.7787,0.372093,-660.035,-330.481,22.6723,16,43,
2919,SSB00730374,SSB0073,he2,he,2,mainland,mainland,corpus,0.22,124.019,121.24,117.185,139.046,21.8608,125.532,118.57,119.262,134.295,120.972,-10.7519,2.98741,1,-75.9986,20.7269,6.41142,34,34,
2926,SSB00730396,SSB0073,rang4,rang,4,mainland,mainland,corpus,0.14,144.839,144.564,139.276,151.076,11.8003,150.52,149.62,144.564,140.373,139.49,-15.5344,-13.7442,1,-132.372,-112.743,4.40588,19,19,
2931,SSB00730399,SSB0073,ge1,ge,1,mainland,mainland,corpus,0.22,120.168,119.905,118.648,124.694,6.04546,122.939,118.975,119.478,120.201,120.032,-9.88949,1.6033,0.617647,-69.2344,11.0905,1.57919,21,34,
2949,SSB00730417,SSB0073,he2,he,2,mainland,mainland,corpus,0.2,125.782,127.186,119.472,129.221,9.74826,127.01,128.889,129.058,121.496,120.76,3.69232,-15.3418,1,27.3062,-110.65,3.62382,31,31,
2963,SSB00730440,SSB0073,cheng1,cheng,1,mainland,mainland,corpus,0.32,122.126,112.834,101.87,165.464,63.5937,118.601,105.887,108.517,163.523,160.916,-11.3955,50.5232,0.8,-74.699,388.14,22.6659,44,55,
2969,SSB00730443,SSB0073,ge1,ge,1,mainland,mainland,corpus,0.24,110.1,118.088,65.5416,121.323,55.7811,66.4203,106.185,117.07,118.827,119.585,103.286,3.87243,0.794872,533.16,26.4666,17.695,31,39,frame_jump
2973,SSB00730455,SSB0073,cai2,cai,2,mainland,mainland,corpus,0.16,129.621,130.012,125.019,133.882,8.86221,129.403,131.293,126.36,125.409,132.912,-7.49184,15.914,1,-55.3375,119.14,3.23898,23,23,
2975,SSB00730459,SSB0073,jiu4,jiu,4,mainland,mainland,corpus,0.16,158.75,157.67,155.11,165.114,10.0037,161.653,160.56,157.67,156.639,155.831,-17.2792,-8.12321,0.478261,-159.347,-73.5487,3.06841,11,23,
2982,SSB00730467,SSB0073,he2,he,2,mainland,mainland,corpus,0.16,130.36,130.493,124.76,137.381,12.6216,130.404,136.203,133.063,125.443,125.752,6.3537,-17.7868,1,48.3451,-132.919,4.22115,23,23,
2988,SSB00730471,SSB0073,zai4,zai,4,mainland,mainland,corpus,0.14,137.877,139.938,128.522,141.874,13.3522,141.678,141.354,140.539,136.052,132.729,-5.59092,-39.5963,0.578947,-45.57,-312.42,4.745,11,19,
2991,SSB00730471,SSB0073,he2,he,2,mainland,mainland,corpus,0.3,111.46,115.73,94.1963,122.19,27.9935,98.1127,111.782,121.967,118.577,118.452,30.1422,-4.05082,0.686275,190.836,-28.1251,9.70081,35,51,
2995,SSB00730486,SSB0073,ge1,ge,1,mainland,mainland,corpus,0.24,126.41,129.26,96.217,142.226,46.0091,97.6435,96.217,137.567,129.824,126.502,62.4674,-15.2805,0.589744,420.243,-116.47,11.9684,23,39,
3027,SSB01220073,SSB0122,cai2,cai,2,mainland,mainland,corpus,0.2,177.402,174.419,173.918,192.459,18.5419,175.333,174.228,174.119,183.026,191.226,-1.60336,21.6323,0.741935,-16.182,228.088,6.58698,23,31,
3033,SSB01220085,SSB0122,dui4,dui,4,mainland,mainland,corpus,0.16,240.21,241.049,232.01,247.205,15.1953,243.989,243.073,241.049,237.724,234.652,-9.32656,-20.6953,0.434783,-130.649,-284.311,4.70076,10,23,
3048,SSB01220091,SSB0122,wei4,wei,4,mainland,mainland,corpus,0.14,232.158,232.286,231.34,233.782,2.44208,232.461,232.432,232.307,231.593,231.453,-0.460275,-2.54847,0.578947,-6.17828,-34.134,0.694208,11,19,
3069,SSB01220171,SSB0122,dui4,dui,4,mainland,mainland,corpus,0.14,237.862,239.33,229.604,248.957,19.353,242.911,239.867,238.791,234.605,231.043,-8.46199,-16.3158,0.789474,-117.721,-221.375,4.92191,15,19,
3073,SSB01220171,SSB0122,jiang1,jiang,1,mainland,mainland,corpus,0.16,177.568,177.682,168.68,184.933,16.2537,175.984,176.799,174.197,182.458,179.272,-3.21214,9.03888,1,-32.486,92.2678,3.94626,23,23,
3092,SSB01220337,SSB0122,ta1,ta,1,mainland,mainland,corpus,0.14,223.453,223.568,222.564,224.147,1.58331,223.924,223.819,223.568,223.318,223.079,-2.20313,-3.03661,0.315789,-28.4734,-39.1713,0.653257,6,19,
3099,SSB01220359,SSB0122,ge1,ge,1,mainland,mainland,corpus,0.16,175.575,173.705,173.269,185.759,12.4901,179.798,175.966,173.627,173.454,173.323,-17.2772,-0.866955,0.652174,-176.336,-8.68714,3.61397,15,23,
3104,SSB01220366,SSB0122,yi3,yi,3,mainland,mainland,corpus,0.26,172.915,173.174,154.041,186.493,32.4514,185.862,183.864,173.174,165.249,154.729,-11.6578,-18.5692,1,-120.834,-175.669,10.2948,43,43,
3107,SSB01220373,SSB0122,wei4,wei,4,mainland,mainland,corpus,0.14,248.885,248.862,247.187,250.174,2.98703,249.325,249.731,249.731,248.643,248.285,1.12735,-4.02093,0.578947,16.2488,-57.834,1.02222,11,19,
3122,SSB01220398,SSB0122,shi4,shi,4,mainland,mainland,corpus,0.26,198.194,201.901,182.729,213.361,30.632,203.529,185.003,189.556,213.293,207.351,-11.7276,14.7948,0.627907,-133.085,169.481,10.6446,27,43,
3127,SSB01220401,SSB0122,zai4,zai,4,mainland,mainland,corpus,0.16,239.501,237.202,232.646,253.053,20.407,246.81,242.874,237.202,234.378,233.181,-27.4971,-11.84,0.478261,-384.327,-160.845,6.80256,11,23,
3144,SSB00050433,SSB0005,qi2,qi,2,mainland,mainland,corpus,0.28,255.954,245.441,243.49,302.73,59.2402,295.257,257.945,244.408,243.993,245.067,-65.4434,0.932905,0.446809,-1016.98,13.1881,19.7955,21,47,
3153,SSB00050443,SSB0005,jiang1,jiang,1,mainland,mainland,corpus,0.24,277.959,272.344,264.587,321.049,56.4623,301.707,280.815,272.344,267.903,265.124,-33.7645,-8.8603,0.564103,-559.302,-137.527,14.741,22,39,
3164,SSB00050449,SSB0005,ge1,ge,1,mainland,mainland,corpus,0.34,216.634,219.122,150.828,288.797,137.969,152.513,214.955,218.938,223.502,223.794,43.1661,2.61921,1,458.104,33.4894,27.5871,59,59,
3166,SSB00050449,SSB0005,dou1,dou,1,mainland,mainland,corpus,0.24,227.819,228.748,211.531,258.694,47.1626,213.865,221.101,239.58,233.116,229.828,20.6911,-7.57309,0.923077,270.68,-102.654,10.3094,36,39,
3170,SSB00050458,SSB0005,zai4,zai,4,mainland,mainland,corpus,0.46,258.107,253.228,247.71,296.233,48.523,262.458,252.858,250.453,256.708,260.466,-3.95409,3.3106,1,-58.5631,48.8447,10.5671,83,83,
3172,SSB00050458,SSB0005,he2,he,2,mainland,mainland,corpus,0.28,252.803,257.334,223.954,281.455,57.5016,251.345,259.628,258.356,260.534,225.052,4.14176,-20.776,1,60.9658,-289.601,13.4669,47,47,
3174,SSB00050458,SSB0005,you3,you,3,mainland,mainland,corpus,0.2,217.678,217.296,206.849,224.225,17.3761,223.934,219.217,217.296,216.779,209.645,-6.94609,-8.27352,1,-88.5088,-102.006,4.14534,31,31,
3177,SSB00050462,SSB0005,ta1,ta,1,mainland,mainland,corpus,0.18,310.458,312.512,297.78,321.754,23.9745,301.18,319.452,317.662,307.373,300.317,23.0596,-24.3008,0.62963,412.044,-433.606,8.88242,17,27,
3189,SSB00050470,SSB0005,dan4,dan,4,mainland,mainland,corpus,0.2,294.524,297.282,281.256,307.445,26.1883,301.792,298.788,297.282,290.186,283.876,-4.3446,-13.3145,0.806452,-75.1686,-223.437,6.58601,25,31,
3192,SSB00050470,SSB0005,shi4,shi,4,mainland,mainland,corpus,0.52,241.177,242.738,217.73,278.279,60.5494,274.595,249.905,233.842,218.913,244.775,-13.5669,3.8588,0.873684,-198.792,53.3309,17.3048,83,95,
3199,SSB00050479,SSB0005,cai2,cai,2,mainland,mainland,corpus,0.3,251.054,243.27,239.867,284.759,44.8922,283.222,257.631,243.27,240.466,240.097,-38.9997,-3.36796,0.54902,-591.878,-47.0167,14.747,28,51,
3209,SSB00050480,SSB0005,jiang1,jiang,1,mainland,mainland,corpus,0.26,243.118,249.467,217.138,277.123,59.9851,219.011,224.261,277.123,264.085,250.057,38.8027,-16.9451,0.767442,553.448,-257.772,19.9153,33,43,
3220,SSB00110016,SSB0011,bei4,bei,4,mainland,mainland,corpus,0.2,232.083,232.738,211.552,252.302,40.7497,233.364,240.425,246.948,224.191,214.839,13.06,-32.152,1,181.119,-428.116,11.1385,31,31,
3235,SSB00110029,SSB0011,cong2,cong,2,mainland,mainland,corpus,0.4,159.299,187.199,70.6485,243.674,173.026,229.25,198.874,72.0085,71.0733,232.93,-114.561,116.136,0.676056,-898.525,919.55,69.89,48,71,octave_span
3242,SSB00110031,SSB0011,dan4,dan,4,mainland,mainland,corpus,0.2,300.512,303.419,251.052,335.08,84.0284,331.087,319.657,303.419,288.076,261.274,-25.1793,-43.1498,0.806452,-461.125,-702.421,24.0334,25,31,
3262,SSB01220427,SSB0122,jiang1,jiang,1,mainland,mainland,corpus,0.26,170.977,204.424,94.1588,224.141,129.983,144.978,95.7358,223.026,216.376,204.671,71.0145,-14.161,0.767442,743.314,-174.814,47.2574,33,43,octave_span|frame_jump
3279,SSB01220442,SSB0122,jiang1,jiang,1,mainland,mainland,corpus,0.16,228.886,228.911,223.213,233.917,10.7039,233.334,232.326,228.911,225.754,223.868,-13.2537,-15.4255,0.478261,-176.933,-201.708,3.92685,11,23,
3285,SSB01220448,SSB0122,dui4,dui,4,mainland,mainland,corpus,0.18,206.403,197.497,186.078,230.014,43.9358,194.884,189.715,197.497,226.547,211.059,3.54753,17.6892,1,40.2014,208.648,15.6741,27,27,
3305,SSB01220473,SSB0122,dou1,dou,1,mainland,mainland,corpus,0.3,193.632,203.281,127.693,220.62,92.9266,130.114,184.122,202.637,211.746,217.64,61.356,9.89218,0.901961,580.186,120.021,27.9767,46,51,
3310,SSB01450012,SSB0145,lai2,lai,2,mainland,mainland,corpus,0.18,211.394,210.787,203.37,216.827,13.4569,209.773,214.726,212.296,208.257,211.406,3.18344,-1.11796,1,38.8051,-13.6805,3.34389,27,27,
3331,SSB01450039,SSB0145,bing4,bing,4,mainland,mainland,corpus,0.24,239.638,240.612,218.171,260.283,42.1122,258.659,256.549,240.612,221.954,218.892,-14.731,-19.269,0.897436,-212.322,-255.529,16.2059,35,39,
3335,SSB01450039,SSB0145,he2,he,2,mainland,mainland,corpus,0.16,185.42,184.879,180.643,196.033,15.3904,181.441,183.118,189.427,189.427,184.936,13.5587,-7.55222,0.521739,145.206,-81.6509,4.47505,12,23,
3338,SSB01450040,SSB0145,zai4,zai,4,mainland,mainland,corpus,0.2,278.029,277.982,262.29,291.4,29.11,281.149,271.399,287.97,282.15,272.006,5.53357,-13.1647,1,90.9498,-212.852,8.57738,31,31,
3346,SSB01450046,SSB0145,zui4,zui,4,mainland,mainland,corpus,0.22,262.62,263.399,254.762,271.304,16.5418,263.491,262.776,266.74,268.902,258.185,2.57201,-6.84044,0.705882,39.3864,-103.695,5.61807,24,34,
3351,SSB01450048,SSB0145,ying1,ying,1,mainland,mainland,corpus,0.18,274.164,274.349,269.945,278.154,8.20916,276.04,274.686,270.781,273.944,277.583,-5.12378,6.6082,1,-80.9164,104.651,2.3094,27,27,
3371,SSB01450074,SSB0145,you3,you,3,mainland,mainland,corpus,0.18,238.426,238.703,221.028,277.333,56.3049,262.612,239.188,243.019,227.072,221.618,-20.652,-24.5529,1,-301.434,-329.248,13.6029,27,27,
3385,SSB01450082,SSB0145,dui4,dui,4,mainland,mainland,corpus,0.22,258.198,259.245,243.897,269.892,25.9954,259.293,251.375,266.552,264.64,254.691,5.79435,-9.55217,1,87.9933,-143.774,7.98484,34,34,
3392,SSB01450086,SSB0145,shi4,shi,4,mainland,mainland,corpus,0.2,231.214,219.474,207.628,266.677,59.0494,212.014,216.136,221.698,266.44,248.092,10.3098,25.9646,0.677419,129.12,351.918,20.4278,21,31,
3397,SSB01450089,SSB0145,dou1,dou,1,mainland,mainland,corpus,0.16,203.376,203.955,188.499,213.666,25.1665,209.111,211.902,190.661,203.724,204.101,-29.0746,21.4418,1,-335.453,244.367,7.97969,23,23,
3404,SSB01450097,SSB0145,he2,he,2,mainland,mainland,corpus,0.24,206.946,208.995,191.325,229.748,38.4229,196.937,210.593,195.065,219.069,208.572,-1.74131,12.2017,1,-19.714,142.188,9.92697,39,39,
3421,SSB01450129,SSB0145,qu4,qu,4,mainland,mainland,corpus,0.16,279.541,286.487,265.542,288.799,23.257,287.346,286.487,286.487,277.579,268.672,-5.18281,-111.148,0.217391,-85.8943,-1781.49,11.436,5,23,low_voicing
3440,SSB01450133,SSB0145,he2,he,2,mainland,mainland,corpus,0.24,212.083,210.659,203.58,221.734,18.1539,206.653,216.323,210.672,221.734,207.503,4.16814,-3.28039,0.538462,50.2364,-39.6177,5.33839,21,39,
3448,SSB01450135,SSB0145,ying1,ying,1,mainland,mainland,corpus,0.28,234.515,249.081,192.758,264.719,71.9613,193.677,193.89,237.122,253.797,264.17,35.0372,18.7004,0.659574,434.45,270.479,28.7069,31,47,
