── entry warnings ──
他們 學校在 山上 (easy): [pinyin-mismatch] 他們: authored "tāmen" vs computed "tāmén" (typo or multi-reading word)
他們 學校在 山上 (easy): [pinyin-mismatch] 姐姐: authored "jiějie" vs computed "jiějiě" (typo or multi-reading word)
他們 學校在 山上 (easy): [pinyin-mismatch] 高興: authored "gāoxìng" vs computed "gāoxīng" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 他們: authored "tāmen" vs computed "tāmén" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 有空: authored "yǒu kòng" vs computed "yǒukōng" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 聽音樂: authored "tīngyīnyuè" vs computed "tīngyīnlè" (typo or multi-reading word)
我們去士林夜市 (easy): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去士林夜市 (easy): [pinyin-mismatch] 我們: authored "wǒmen" vs computed "wǒmén" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 不錯: authored "bù cuò" vs computed "búcuò" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 幾個: authored "jǐge" vs computed "jīgè" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 有空: authored "yǒu kòng" vs computed "yǒukōng" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 這個: authored "zhè ge" vs computed "zhègè" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 了: authored "le" vs computed "liǎo" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 好不好: authored "hǎo bù hǎo" vs computed "hǎobuhǎo" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 怎麼: authored "zěnme" vs computed "zěnmó" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 我們: authored "wǒmen" vs computed "wǒmén" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 有一家: authored "yǒu yī jiā" vs computed "yǒuyìjiā" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 這個: authored "zhè ge" vs computed "zhègè" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 房間: authored "fáng jiān" vs computed "fángjiàn" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 桌子: authored "zhuōzi" vs computed "zhuōzǐ" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 橘子: authored "júzi" vs computed "júzǐ" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 睡覺: authored "shuì jiào" vs computed "shuìjué" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 空: authored "kòng" vs computed "kōng" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 聽音樂: authored "tīng yīnyuè" vs computed "tīngyīnlè" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 高興: authored "gāo xìng" vs computed "gāoxīng" (typo or multi-reading word)
捷運站在哪裡？ (easy): [pinyin-mismatch] 嗎: authored "ma" vs computed "má" (typo or multi-reading word)
捷運站在哪裡？ (easy): [pinyin-mismatch] 高興: authored "gāoxìng" vs computed "gāoxīng" (typo or multi-reading word)
捷運站在哪裡？ (hard): [pinyin-mismatch] 一直: authored "yī zhí" vs computed "yìzhí" (typo or multi-reading word)
捷運站在哪裡？ (hard): [pinyin-mismatch] 幾分鐘: authored "jǐ fēn zhōng" vs computed "jīfēnzhōng" (typo or multi-reading word)
捷運站在哪裡？ (medium): [pinyin-mismatch] 不會: authored "bù huì" vs computed "búhuì" (typo or multi-reading word)
捷運站在哪裡？ (medium): [pinyin-mismatch] 心裡: authored "xīnli" vs computed "xīnlǐ" (typo or multi-reading word)
捷運站在哪裡？ (medium): [pinyin-mismatch] 時間: authored "shíjiān" vs computed "shíjiàn" (typo or multi-reading word)

── distinct questions ──
他們 學校在 山上 (easy) | listening | Q: (nghe) 一起去 | ✓ 一起去 | options: 一起去 / 下課 / 做飯 / 回
我的房間和我的貓 (easy) | pinyin | Q: 睡覺 | ✓ shuì jiào | options: shuì jiào / shuì jiāo / shuì jiǎo / shúi jiào
我的房間和我的貓 (easy) | pinyin | Q: 睡覺 | ✓ shuì jiào | options: shuì jiào / shuì jiāo / shuì jiǎo / shūi jiào
我的房間和我的貓 (easy) | pinyin | Q: 睡覺 | ✓ shuì jiào | options: shuì jiào / shuì jiāo / shuì jiǎo / shǔi jiào
我的房間和我的貓 (easy) | pinyin | Q: 睡覺 | ✓ shuì jiào | options: shuì jiào / shuì jiāo / shúi jiào / shūi jiào
我的房間和我的貓 (easy) | pinyin | Q: 睡覺 | ✓ shuì jiào | options: shuì jiào / shúi jiào / shūi jiào / shǔi jiào
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuàng hù / chuáng hù / chuāng hù / chuǎng hù
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuàng hù / chuāng hù / chuāng hú / chuǎng hù
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuàng hù / chuāng hù / chuāng hū / chuāng hǔ
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuàng hù / chuāng hù / chuāng hū / chuǎng hù
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuáng hù / chuāng hù / chuāng hú / chuāng hū
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuáng hù / chuāng hù / chuāng hú / chuǎng hù
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuáng hù / chuāng hù / chuāng hū / chuāng hǔ
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuáng hù / chuāng hù / chuāng hǔ / chuǎng hù
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuāng hù / chuāng hú / chuāng hǔ / chuǎng hù
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuāng hù / chuāng hū / chuāng hǔ / chuǎng hù
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuāng hù / dài / nǐ de / shuì jiào
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuāng hù / fáng jiān / kě ài / shāfā
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuāng hù / jīn tiān / kě ài / māo
我的房間和我的貓 (easy) | pinyin | Q: 窗戶 | ✓ chuāng hù | options: chuāng hù / shài tài yáng / xǐhuān / zhuōzi
我的房間和我的貓 (easy) | pinyin | Q: 貓 | ✓ māo | options: hǎo duō / kàn / māo / shài tài yáng
我的房間和我的貓 (easy) | pinyin | Q: 貓 | ✓ māo | options: hǎo duō / kě ài / māo / shuì jiào
我的房間和我的貓 (easy) | pinyin | Q: 貓 | ✓ māo | options: hǎo duō / māo / shāfā / xǐhuān
我的房間和我的貓 (easy) | pinyin | Q: 貓 | ✓ māo | options: jīn tiān / māo / shuì jiào / yǒu měi
我的房間和我的貓 (easy) | pinyin | Q: 貓 | ✓ māo | options: mào / máo / māo / mǎo
我的房間和我的貓 (easy) | pos | Q: 下午 | ✓ N | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 中明 | ✓ N | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 今天 | ✓ N | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 你的 | ✓ MW | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 來 | ✓ V | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 友美 | ✓ N | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 可愛 | ✓ Adj | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 喜歡 | ✓ V | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 好多 | ✓ Adj | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 帶 | ✓ V | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 房間 | ✓ N | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 旁邊 | ✓ N | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 曬太陽 | ✓ V | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 書 | ✓ N | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 桌子 | ✓ N | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 橘子 | ✓ N | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 沙發 | ✓ N | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 看 | ✓ V | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 睡覺 | ✓ V | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 窗戶 | ✓ N | options: Adj / MW / N / V
我的房間和我的貓 (easy) | pos | Q: 貓 | ✓ N | options: Adj / MW / N / V
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 中明 / 你的 / 看
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 中明 / 好多 / 書
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 中明 / 旁邊 / 桌子
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 今天 / 友美 / 橘子
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 今天 / 友美 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 你的 / 帶 / 旁邊
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 來 / 好多 / 橘子
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 來 / 橘子 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 來 / 睡覺 / 貓
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 友美 / 旁邊 / 看
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 友美 / 書 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 友美 / 窗戶 / 貓
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 喜歡 / 帶 / 貓
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 好多 / 房間 / 貓
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 旁邊 / 看 / 貓
我的房間和我的貓 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 橘子 / 看 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 下午 / 中明 / 旁邊 / 書
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 下午 / 今天 / 書 / 貓
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 下午 / 友美 / 可愛 / 書
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 下午 / 書 / 看 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 中明 / 今天 / 喜歡 / 書
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 中明 / 來 / 帶 / 書
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 中明 / 好多 / 房間 / 書
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 中明 / 帶 / 書 / 橘子
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 中明 / 旁邊 / 書 / 桌子
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 中明 / 旁邊 / 書 / 沙發
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 今天 / 來 / 友美 / 書
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 今天 / 帶 / 書 / 桌子
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 今天 / 帶 / 書 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 今天 / 書 / 桌子 / 看
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 今天 / 書 / 窗戶 / 貓
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 你的 / 友美 / 書 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 你的 / 書 / 桌子 / 沙發
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 你的 / 書 / 沙發 / 看
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 來 / 好多 / 書 / 看
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 來 / 帶 / 書 / 橘子
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 友美 / 可愛 / 書 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 帶 / 書 / 桌子 / 看
我的房間和我的貓 (easy) | reverse | Q: book | ✓ 書 | options: 書 / 沙發 / 睡覺 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 下午 / 今天 / 曬太陽 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 下午 / 你的 / 可愛 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 下午 / 來 / 旁邊 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 下午 / 房間 / 橘子 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 中明 / 今天 / 友美 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 中明 / 可愛 / 曬太陽 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 中明 / 看 / 睡覺 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 今天 / 來 / 睡覺 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 今天 / 帶 / 桌子 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 你的 / 好多 / 房間 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 你的 / 好多 / 曬太陽 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 你的 / 書 / 窗戶 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 你的 / 桌子 / 睡覺 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 來 / 友美 / 沙發 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 來 / 可愛 / 好多 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 喜歡 / 房間 / 窗戶 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 喜歡 / 旁邊 / 沙發 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 好多 / 曬太陽 / 看 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 曬太陽 / 橘子 / 睡覺 / 貓
我的房間和我的貓 (easy) | reverse | Q: cat | ✓ 貓 | options: 沙發 / 睡覺 / 窗戶 / 貓
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 下午 / 今天 / 你的 / 來
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 下午 / 你的 / 來 / 帶
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 下午 / 來 / 可愛 / 書
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 下午 / 來 / 房間 / 曬太陽
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 中明 / 來 / 友美 / 看
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 中明 / 來 / 喜歡 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 中明 / 來 / 桌子 / 看
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 中明 / 來 / 橘子 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 今天 / 來 / 房間 / 旁邊
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 今天 / 來 / 旁邊 / 曬太陽
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 今天 / 來 / 曬太陽 / 桌子
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 今天 / 來 / 曬太陽 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 你的 / 來 / 好多 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 你的 / 來 / 橘子 / 看
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 你的 / 來 / 橘子 / 貓
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 來 / 友美 / 好多 / 橘子
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 來 / 可愛 / 好多 / 書
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 來 / 喜歡 / 帶 / 看
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 來 / 好多 / 曬太陽 / 看
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 來 / 好多 / 曬太陽 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 來 / 曬太陽 / 沙發 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 來 / 書 / 桌子 / 看
我的房間和我的貓 (easy) | reverse | Q: come | ✓ 來 | options: 來 / 書 / 橘子 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 下午 / 可愛 / 曬太陽 / 書
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 下午 / 可愛 / 書 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 下午 / 可愛 / 桌子 / 沙發
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 中明 / 今天 / 可愛 / 沙發
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 中明 / 可愛 / 好多 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 中明 / 可愛 / 房間 / 看
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 中明 / 可愛 / 房間 / 貓
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 今天 / 可愛 / 帶 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 今天 / 可愛 / 窗戶 / 貓
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 友美 / 可愛 / 好多 / 看
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 友美 / 可愛 / 旁邊 / 曬太陽
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 友美 / 可愛 / 桌子 / 看
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 可愛 / 喜歡 / 橘子 / 貓
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 可愛 / 好多 / 曬太陽 / 看
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 可愛 / 帶 / 房間 / 旁邊
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 可愛 / 帶 / 看 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 可愛 / 旁邊 / 睡覺 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 可愛 / 曬太陽 / 桌子 / 橘子
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 可愛 / 書 / 桌子 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: cute | ✓ 可愛 | options: 可愛 / 橘子 / 沙發 / 看
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 下午 / 中明 / 友美 / 好多
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 下午 / 中明 / 友美 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 中明 / 你的 / 友美 / 房間
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 中明 / 友美 / 喜歡 / 書
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 中明 / 友美 / 房間 / 桌子
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 今天 / 你的 / 友美 / 桌子
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 今天 / 友美 / 帶 / 沙發
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 今天 / 友美 / 房間 / 看
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 你的 / 友美 / 沙發 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 你的 / 友美 / 看 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 來 / 友美 / 可愛 / 房間
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 來 / 友美 / 可愛 / 沙發
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 來 / 友美 / 帶 / 貓
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 來 / 友美 / 曬太陽 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 來 / 友美 / 桌子 / 橘子
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 來 / 友美 / 沙發 / 看
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友美 / 好多 / 曬太陽 / 沙發
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友美 / 房間 / 旁邊 / 書
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友美 / 房間 / 旁邊 / 貓
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友美 / 曬太陽 / 書 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友美 / 書 / 桌子 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友美 / 桌子 / 睡覺 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 下午 / 喜歡 / 好多 / 橘子
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 下午 / 好多 / 書 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 中明 / 好多 / 窗戶 / 貓
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 今天 / 你的 / 好多 / 貓
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 你的 / 好多 / 曬太陽 / 橘子
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 你的 / 好多 / 桌子 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 來 / 可愛 / 好多 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 來 / 好多 / 帶 / 貓
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 友美 / 喜歡 / 好多 / 桌子
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 可愛 / 好多 / 旁邊 / 看
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 喜歡 / 好多 / 帶 / 曬太陽
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 好多 / 帶 / 曬太陽 / 貓
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 好多 / 帶 / 桌子 / 沙發
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 好多 / 旁邊 / 曬太陽 / 睡覺
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 好多 / 旁邊 / 曬太陽 / 貓
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 好多 / 旁邊 / 桌子 / 貓
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 好多 / 曬太陽 / 書 / 貓
我的房間和我的貓 (easy) | reverse | Q: many | ✓ 好多 | options: 好多 / 書 / 看 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 下午 / 中明 / 喜歡 / 橘子
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 今天 / 可愛 / 帶
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 今天 / 可愛 / 房間
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 你的 / 可愛 / 看
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 你的 / 好多 / 貓
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 來 / 喜歡 / 書
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 來 / 喜歡 / 桌子
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 來 / 房間 / 貓
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 來 / 桌子 / 窗戶
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 友美 / 房間 / 書
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 友美 / 旁邊 / 書
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 可愛 / 喜歡 / 好多
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 可愛 / 桌子 / 貓
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 可愛 / 睡覺 / 貓
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 喜歡 / 房間 / 曬太陽
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 喜歡 / 曬太陽 / 貓
我的房間和我的貓 (easy) | reverse | Q: person's name | ✓ 中明 | options: 中明 / 好多 / 房間 / 沙發
