我們去喝下午茶 | cloze | ____是你的朋友。 → 我 | pool: 他 / 去 / 哪裡 / 喝 / 在 / 她 / 家 / 有空 / 知道
我們去士林夜市 | reverse | together → 一起 | pool: 一同 / 一起子 / 一齊 / 佳玲 / 做 / 六點 / 出去 / 士林夜市 / 太好了 / 好 / 好吃 / 志豪 / 我 / 我們 / 找 / 捷運站 / 星期六 / 有 / 沒事 / 珍珠奶茶 / 見 / 雞排
我們去士林夜市 | reverse | we → 我們 | pool: 你 / 你們 / 佳玲 / 做 / 六點 / 士林夜市 / 太好了 / 好 / 好吃 / 妳 / 家 / 志豪 / 我 / 找 / 星期五 / 星期六 / 晚上 / 有 / 沒事 / 珍珠奶茶 / 見 / 雞排
我們去士林夜市 | reverse | you → 你 | pool: 一起 / 佳玲 / 做 / 儒 / 出去 / 士林夜市 / 太好了 / 好吃 / 妳 / 家 / 志豪 / 我 / 找 / 捷運站 / 星期五 / 星期六 / 晚上 / 有 / 汝 / 沒事 / 珍珠奶茶 / 見 / 雞排
我們去士林夜市 | synonym | 一起 → 共同 | pool: 分開 / 單獨 / 獨自
我們去士林夜市 | synonym | 你 → 妳 | pool: 他 / 她 / 我
我們去士林夜市 | synonym | 佳玲 → 名字 | pool: 同事 / 家人 / 朋友
我們去士林夜市 | synonym | 做 → 幹 | pool: 吃 / 喝 / 睡
我們去士林夜市 | synonym | 六點 → 六時 | pool: 七點 / 九點 / 八點
我們去士林夜市 | synonym | 出去 → 出門 | pool: 回家 / 留下 / 進來
我們去士林夜市 | synonym | 士林夜市 → 夜市 | pool: 公園 / 商場 / 餐廳
我們去士林夜市 | synonym | 太好了 → 真棒 | pool: 不好 / 很差 / 糟糕
我們去士林夜市 | synonym | 好 → 好棒 | pool: 不好 / 很差 / 糟糕
我們去士林夜市 | synonym | 好吃 → 美味 | pool: 不好吃 / 不新鮮 / 難吃
我們去士林夜市 | synonym | 志豪 → 名字 | pool: 同事 / 家人 / 朋友
我們去士林夜市 | synonym | 我 → 自己 | pool: 他 / 你 / 她
我們去士林夜市 | synonym | 我們 → 我們自己 | pool: 他們 / 你們 / 她們
我們去士林夜市 | synonym | 找 → 尋找 | pool: 看 / 聽 / 買
我們去士林夜市 | synonym | 捷運站 → 地鐵站 | pool: 巴士站 / 港口 / 火車站
我們去士林夜市 | synonym | 星期六 → 禮拜六 | pool: 星期一 / 星期四 / 星期日
我們去士林夜市 | synonym | 晚上 → 傍晚 | pool: 下午 / 中午 / 清晨
我們去士林夜市 | synonym | 有 → 有的 | pool: 不夠 / 沒有 / 缺少
我們去士林夜市 | synonym | 沒事 → 一切都好 | pool: 不舒服 / 受傷 / 生病
我們去士林夜市 | synonym | 珍珠奶茶 → 泡茶 | pool: 可樂 / 咖啡 / 果汁
我們去士林夜市 | synonym | 見 → 遇見 | pool: 看 / 聽 / 買
我們去士林夜市 | synonym | 雞排 → 炸雞 | pool: 牛肉 / 羊肉 / 豬肉
我們去士林夜市 | translation | 一起 → together | pool: Friday / I / MRT station / Zhihao / alone / apart / bubble tea / chicken cutlet / delicious / evening / find / go out / good / great / have / home / nothing wrong / see / separately / to do / we / you
我們去士林夜市 | translation | 你 → you | pool: I / Jialing / MRT station / Saturday / Shilin Night Market / Zhihao / bubble tea / chicken cutlet / delicious / evening / find / go out / good / great / have / he / home / it / nothing wrong / see / she / six o'clock / they / to do / together / we / your / yours
我們去士林夜市 | translation | 佳玲 → Jialing | pool: Friday / I / Jiahui / Jiali / Jianing / Jiaying / Jiayun / Jingling / Jingyi / Jingyu / MRT station / Saturday / Shilin Night Market / Zhihao / bubble tea / chicken cutlet / delicious / find / go out / good / great / home / nothing wrong / see / six o'clock / together / we / you
我們去士林夜市 | translation | 做 → to do | pool: Friday / I / Jialing / MRT station / Prepare / Saturday / Shilin Night Market / bubble tea / build / chicken cutlet / create / delicious / eat / evening / find / go out / good / great / have / home / nothing wrong / play / see / six o'clock / together / we / work
我們去士林夜市 | translation | 六點 → six o'clock | pool: Early evening / Friday / Half past five / I / Jialing / MRT station / Saturday / Shilin Night Market / Zhihao / bubble tea / chicken cutlet / delicious / eight o'clock / find / five o'clock / go out / good / great / half past six / have / home / nothing wrong / seven o'clock / six thirty / to do / together / you
我們去士林夜市 | translation | 出去 → go out | pool: Friday / I / Jialing / MRT station / Shilin Night Market / Zhihao / bubble tea / chicken cutlet / come back / evening / find / go home / good / have / home / nothing wrong / see / six o'clock / stay in / to do / together / we / you
我們去士林夜市 | translation | 士林夜市 → Shilin Night Market | pool: Beijing Night Market / Friday / I / Jialing / MRT station / Night Bazaar / Saturday / Shilin Day Market / Shilin Market / Street Food / Taipei Night / Taipei Night Market / Taipei Street / Zhihao / bubble tea / chicken cutlet / delicious / evening / find / go out / good / great / have / home / nothing wrong / see / six o'clock / to do / together / you
我們去士林夜市 | translation | 太好了 → great | pool: Friday / I / Jialing / MRT station / Saturday / Shilin Night Market / Zhihao / bubble tea / chicken cutlet / delicious / evening / find / go out / good / have / home / not good / nothing wrong / see / six o'clock / to do / together / very bad / we / you
我們去士林夜市 | translation | 好 → good | pool: Friday / I / Jialing / MRT station / Saturday / Shilin Night Market / Zhihao / bad / bubble tea / chicken cutlet / delicious / evening / find / go out / great / have / home / nothing wrong / see / six o'clock / to do / together / we / you
我們去士林夜市 | translation | 好吃 → delicious | pool: Friday / I / Jialing / MRT station / Saturday / Zhihao / bitter / bubble tea / chicken cutlet / evening / find / go out / good / great / have / home / nothing wrong / see / six o'clock / to do / together / we / you
我們去士林夜市 | translation | 家 → home | pool: Friday / Jialing / MRT station / Saturday / Shilin Night Market / Zhihao / apartment / chicken cutlet / delicious / evening / find / go out / good / great / have / nothing wrong / office / school / see / to do / together / village / we / you
我們去士林夜市 | translation | 志豪 → Zhihao | pool: Friday / I / Jialing / MRT station / Saturday / Shilin Night Market / Zhenghao / Zhiheng / Zhilin / Zhilong / Zhiming / Zhiwen / Zhixin / Zhiyuan / chicken cutlet / delicious / evening / find / go out / good / great / have / home / nothing wrong / see / six o'clock / to do / together / we / you
我們去士林夜市 | translation | 我 → I | pool: Friday / Jialing / MRT station / Saturday / Zhihao / bubble tea / chicken cutlet / delicious / evening / find / go out / great / have / he / home / it / mine / nothing wrong / ours / see / she / six o'clock / to do / together / we / you
我們去士林夜市 | translation | 我們 → we | pool: Friday / I / Jialing / Shilin Night Market / Zhihao / bubble tea / chicken cutlet / delicious / evening / find / go out / good / great / have / home / see / six o'clock / them / they / together / you
我們去士林夜市 | translation | 找 → find | pool: Friday / I / Jialing / MRT station / Saturday / Shilin Night Market / Zhihao / bubble tea / chase / chicken cutlet / delicious / evening / follow / go out / good / great / have / home / meet / see / six o'clock / to do / together / we
我們去士林夜市 | translation | 捷運站 → MRT station | pool: Friday / I / Jialing / Saturday / Shilin Night Market / Zhihao / airport / bubble tea / bus station / bus stop / chicken cutlet / delicious / evening / find / go out / good / have / home / nothing wrong / see / six o'clock / together / we / you
我們去士林夜市 | translation | 星期五 → Friday | pool: End of week / Friday afternoon / Friday morning / Friday night / Jialing / MRT station / Saturday / Shilin Night Market / Zhihao / bubble tea / chicken cutlet / delicious / evening / find / go out / good / great / have / holiday / home / nothing wrong / off day / see / six o'clock / to do / we / weekend / working day / you
我們去士林夜市 | translation | 星期六 → Saturday | pool: Day off / Friday / Jialing / MRT station / Saturday morning / Shilin Night Market / Sunday / Weekend day / Zhihao / bubble tea / chicken cutlet / delicious / evening / find / go out / good / great / have / holiday / home / nothing wrong / see / together / we / weekday / weekend / workday / you
我們去士林夜市 | translation | 晚上 → evening | pool: Dinner time / Friday / I / Jialing / MRT station / Saturday / Shilin Night Market / Zhihao / afternoon / chicken cutlet / delicious / dusk / find / go out / good / have / home / morning / nothing wrong / see / six o'clock / sundown / to do / together / we / you
我們去士林夜市 | translation | 有 → have | pool: Friday / I / Jialing / MRT station / Saturday / Shilin Night Market / Zhihao / bubble tea / chicken cutlet / delicious / evening / exist / find / go out / good / great / home / little / none / nothing wrong / see / six o'clock / to do / together / we / you
我們去士林夜市 | translation | 沒事 → nothing wrong | pool: Friday / I / Jialing / MRT station / Saturday / Shilin Night Market / Zhihao / a problem / an issue / bubble tea / chicken cutlet / delicious / evening / find / good / great / have / home / six o'clock / something wrong / to do / together / we / you
我們去士林夜市 | translation | 珍珠奶茶 → bubble tea | pool: Friday / I / Jialing / MRT station / Saturday / Shilin Night Market / Zhihao / chicken cutlet / coffee / find / go out / good / great / have / home / juice / nothing wrong / see / six o'clock / to do / together / we / you
我們去士林夜市 | translation | 見 → see | pool: Friday / Jialing / MRT station / Saturday / Shilin Night Market / Zhihao / bubble tea / delicious / evening / find / go out / good / great / have / hear / home / nothing wrong / six o'clock / speak / to do / together / we / you
我們去士林夜市 | translation | 雞排 → chicken cutlet | pool: Friday / I / MRT station / Saturday / Shilin Night Market / bubble tea / chicken breast / chicken nuggets / chicken soup / chicken thigh / chicken wings / delicious / evening / go out / good / great / have / nothing wrong / roast chicken / see / six o'clock / to do / together / we
捷運站在哪裡？ | cloze | ____說謝謝。他走去捷運站。他很高興。 → 承翰 | pool: 俊雄 / 志偉 / 志明
捷運站在哪裡？ | cloze | ____：不遠，很近。 → 婉婷 | pool: 淑芬 / 美華 / 雅玲
捷運站在哪裡？ | cloze | 婉婷：____站在那裡 → 捷運 | pool: 公車 / 火車 / 計程車
捷運站在哪裡？ | cloze | 婉婷：____，很近。 → 不遠 | pool: 很遠 / 有點遠 / 比較遠
捷運站在哪裡？ | cloze | 婉婷：不遠，____。 → 很近 | pool: 很遠 / 有一點遠 / 比較遠
捷運站在哪裡？ | cloze | 婉婷：捷運____那裡 → 站在 | pool: 位在 / 位於 / 坐落
捷運站在哪裡？ | cloze | 婉婷：捷運站在____ → 那裡 | pool: 右邊 / 左邊 / 這裡
捷運站在哪裡？ | cloze | 承翰要____學校。他不知道捷運站在哪裡 → 去 | pool: 來 / 買 / 賣
捷運站在哪裡？ | cloze | 承翰要去____。他不知道捷運站在哪裡 → 學校 | pool: 公司 / 圖書館 / 醫院
捷運站在哪裡？ | cloze | 承翰要去學校。他____捷運站在哪裡 → 不知道 | pool: 很近 / 曉得 / 記得 / 謝謝 / 走 / 高興
捷運站在哪裡？ | cloze | 承翰說____。他走去捷運站。他很高興。 → 謝謝 | pool: 不好意思 / 對不起 / 抱歉
捷運站在哪裡？ | cloze | 承翰說謝謝。他____去捷運站。他很高興。 → 走 | pool: 坐 / 跑 / 跳
捷運站在哪裡？ | cloze | 承翰說謝謝。他走去____。他很高興。 → 捷運站 | pool: 公車站 / 港口 / 火車站
捷運站在哪裡？ | cloze | 承翰說謝謝。他走去捷運站。他很____。 → 高興 | pool: 失望 / 悲傷 / 難過
捷運站在哪裡？ | cloze | 承翰：____嗎？ → 遠 | pool: 快 / 慢 / 近
捷運站在哪裡？ | cloze | 承翰：____，捷運站在哪裡？ → 請問 | pool: 對不起 / 抱歉 / 謝謝
捷運站在哪裡？ | cloze | 承翰：請問，____站在哪裡？ → 捷運 | pool: 巴士 / 船 / 飛機
捷運站在哪裡？ | cloze | 承翰：請問，捷運____哪裡？ → 站在 | pool: 坐著 / 站著 / 躺著
捷運站在哪裡？ | cloze | 承翰：遠____？ → 嗎 | pool: 吧 / 呢 / 啦
捷運站在哪裡？ | pinyin | 不知道 → bù zhīdào | pool: Chéng Hàn / bù yuǎn / bù zhidao1 / bù zhidao2 / bù zhidao3 / bú zhīdào / bū zhīdào / bǔ zhīdào / gāoxìng / nàlǐ / qù / wǎntíng / xièxiè / yuǎn
捷運站在哪裡？ | pinyin | 不遠 → bù yuǎn | pool: Chéng Hàn / bù yuàn / bù yuán / bù yuān / bú yuǎn / bū yuǎn / bǔ yuǎn / hěn jìn / jiéyùn / jiéyùnzhàn / qù / qǐngwèn / xuéxiào / yuǎn / zǒu
捷運站在哪裡？ | pinyin | 去 → qù | pool: Chéng Hàn / bù yuǎn / bù zhīdào / gāoxìng / hěn jìn / jiéyùn / ma / nàlǐ / qú / qū / qǐngwèn / qǔ / wǎntíng / xièxiè / xuéxiào / zǒu
捷運站在哪裡？ | pinyin | 嗎 → ma | pool: Chéng Hàn / bù yuǎn / jiéyùnzhàn / mà / má / mā / mǎ / nàlǐ / qù / wǎntíng / xuéxiào / yuǎn / zhàn zài
捷運站在哪裡？ | pinyin | 婉婷 → wǎntíng | pool: Chéng Hàn / bù yuǎn / gāoxìng / hěn jìn / jiéyùn / nàlǐ / qù / wanting1 / wanting3 / wanting4 / xuéxiào / yuǎn / zhàn zài
捷運站在哪裡？ | pinyin | 學校 → xuéxiào | pool: Chéng Hàn / bù yuǎn / hěn jìn / jiéyùn / qù / qǐngwèn / wǎntíng / xièxiè / xuexiao1 / xuexiao2 / xuexiao3 / yuǎn / zhàn zài / zǒu
捷運站在哪裡？ | pinyin | 很近 → hěn jìn | pool: Chéng Hàn / bù yuǎn / bù zhīdào / gāoxìng / hèn jìn / hén jìn / hēn jìn / hěn jín / hěn jīn / hěn jǐn / jiéyùn / jiéyùnzhàn / ma / qù / qǐngwèn / wǎntíng / xièxiè / xuéxiào / yuǎn / zhàn zài
捷運站在哪裡？ | pinyin | 承翰 → Chéng Hàn | pool: Chèng Hàn / Chéng Hán / Chéng Hān / Chéng Hǎn / Chēng Hàn / Chěng Hàn / bù yuǎn / bù zhīdào / gāoxìng / hěn jìn / jiéyùn / ma / nàlǐ / qù / qǐngwèn / wǎntíng / xièxiè / xuéxiào / zǒu
捷運站在哪裡？ | pinyin | 捷運 → jiéyùn | pool: Chéng Hàn / bù zhīdào / jieyun1 / jieyun2 / jieyun3 / jiéyùnzhàn / ma / nàlǐ / qù / qǐngwèn / xièxiè / xuéxiào / yuǎn / zhàn zài
捷運站在哪裡？ | pinyin | 捷運站 → jiéyùnzhàn | pool: Chéng Hàn / bù yuǎn / bù zhīdào / gāoxìng / hěn jìn / jieyunzhan1 / jieyunzhan2 / jieyunzhan3 / ma / nàlǐ / qù / qǐngwèn / wǎntíng / xièxiè / xuéxiào / zhàn zài / zǒu
捷運站在哪裡？ | pinyin | 站在 → zhàn zài | pool: Chéng Hàn / bù yuǎn / bù zhīdào / hěn jìn / jiéyùnzhàn / ma / nàlǐ / qù / wǎntíng / xièxiè / xuéxiào / yuǎn / zhàn zái / zhàn zāi / zhán zài / zhān zài / zhǎn zài
捷運站在哪裡？ | pinyin | 請問 → qǐngwèn | pool: Chéng Hàn / bù zhīdào / hěn jìn / jiéyùn / ma / qingwen1 / qingwen2 / qingwen3 / qù / xièxiè / xuéxiào / yuǎn
捷運站在哪裡？ | pinyin | 謝謝 → xièxiè | pool: Chéng Hàn / bù yuǎn / bù zhīdào / gāoxìng / hěn jìn / jiéyùnzhàn / nàlǐ / qǐngwèn / wǎntíng / xiexie1 / xiexie2 / xiexie3 / yuǎn
捷運站在哪裡？ | pinyin | 走 → zǒu | pool: bù yuǎn / hěn jìn / ma / qù / qǐngwèn / wǎntíng / xièxiè / xuéxiào / zhàn zài / zòu / zóu / zōu
捷運站在哪裡？ | pinyin | 遠 → yuǎn | pool: bù yuǎn / bù zhīdào / jiéyùn / jiéyùnzhàn / nàlǐ / qù / qǐngwèn / wǎntíng / xièxiè / yuàn / yuán / yuān / zhàn zài / zǒu
捷運站在哪裡？ | pinyin | 那裡 → nàlǐ | pool: Chéng Hàn / bù yuǎn / bù zhīdào / gāoxìng / jiéyùn / jiéyùnzhàn / ma / nali1 / nali2 / nali4 / qù / qǐngwèn / wǎntíng / xièxiè / xuéxiào / yuǎn
捷運站在哪裡？ | pinyin | 高興 → gāoxìng | pool: bù yuǎn / gaoxing1 / gaoxing2 / gaoxing3 / hěn jìn / jiéyùn / jiéyùnzhàn / ma / qǐngwèn / xièxiè / yuǎn / zhàn zài / zǒu
捷運站在哪裡？ | pos | 不知道 → V | pool: Adj / N / Other / Particle / Phrase
捷運站在哪裡？ | pos | 不遠 → Adv | pool: N / Other / Particle / Phrase / V
捷運站在哪裡？ | pos | 去 → V | pool: Adj / Adv / N / Other / Particle
捷運站在哪裡？ | pos | 嗎 → Particle | pool: Adj / Adv / Other / Phrase / V
捷運站在哪裡？ | pos | 婉婷 → N | pool: Adj / Adv / Other
捷運站在哪裡？ | pos | 學校 → N | pool: Adj / Adv / Other / Particle / Phrase
捷運站在哪裡？ | pos | 很近 → Adv | pool: Adj / N / Other / Particle / Phrase / V
捷運站在哪裡？ | pos | 承翰 → N | pool: Adj / Adv / Other / Particle / Phrase / V
捷運站在哪裡？ | pos | 捷運 → N | pool: Adj / Particle / Phrase
捷運站在哪裡？ | pos | 捷運站 → N | pool: Other / Particle / Phrase / V
捷運站在哪裡？ | pos | 站在 → V | pool: Adj / Adv / N / Other / Particle / Phrase
捷運站在哪裡？ | pos | 請問 → Phrase | pool: Adj / Adv / Other / Particle / V
捷運站在哪裡？ | pos | 謝謝 → Other | pool: Adj / N / Particle / Phrase / V
捷運站在哪裡？ | pos | 走 → V | pool: Adj / Adv / N / Particle / Phrase
捷運站在哪裡？ | pos | 遠 → Adj | pool: Adv / N / Particle / Phrase / V
捷運站在哪裡？ | pos | 那裡 → Adv | pool: Adj / N / Other / Particle / Phrase
捷運站在哪裡？ | pos | 高興 → Adj | pool: Adv / N / Other / Particle / Phrase / V
捷運站在哪裡？ | reverse | Cheng Han → 承翰 | pool: 不知道 / 不遠 / 去 / 嗎 / 婉婷 / 學校 / 很近 / 承擔 / 承認 / 承諾 / 捷運 / 捷運站 / 站在 / 請問 / 謝謝 / 走 / 遠 / 那裡 / 高興
捷運站在哪裡？ | reverse | MRT station → 捷運站 | pool: 不知道 / 不遠 / 去 / 嗎 / 婉婷 / 學校 / 巴士 / 很近 / 捷運 / 機場 / 碼頭 / 站在 / 請問 / 謝謝 / 走 / 車站 / 遠 / 那裡 / 鐵路 / 高興
捷運站在哪裡？ | reverse | MRT → 捷運 | pool: 不遠 / 去 / 嗎 / 婉婷 / 學校 / 很近 / 截止 / 承翰 / 捷運站 / 決勝 / 決戰 / 站在 / 節約 / 請問 / 謝謝 / 走 / 遠 / 那裡 / 高興
捷運站在哪裡？ | reverse | Wan Ting → 婉婷 | pool: 不知道 / 不遠 / 去 / 婉惜 / 婉拒 / 婉言 / 婉轉 / 婷婷 / 學校 / 很近 / 承翰 / 捷運 / 捷運站 / 站在 / 請問 / 謝謝 / 走 / 遠 / 那裡 / 高興
捷運站在哪裡？ | reverse | do not know → 不知道 | pool: 不懂 / 不知 / 不遠 / 去 / 嗎 / 婉婷 / 學校 / 很近 / 承翰 / 捷運 / 捷運站 / 無知 / 知道 / 站在 / 請問 / 謝謝 / 走 / 道理 / 遠 / 那裡 / 高興
捷運站在哪裡？ | reverse | far → 遠 | pool: 不知道 / 不遠 / 元 / 去 / 嗎 / 園 / 學校 / 很近 / 承翰 / 捷運 / 捷運站 / 站在 / 請問 / 謝謝 / 遙遠 / 遠景 / 遠離 / 那裡 / 院 / 高興
捷運站在哪裡？ | reverse | happy → 高興 | pool: 不遠 / 去 / 嗎 / 婉婷 / 很近 / 承翰 / 捷運 / 捷運站 / 站在 / 請問 / 謝謝 / 遠 / 那裡 / 高傲 / 高尚 / 高潮 / 高興劑 / 高興地
捷運站在哪裡？ | reverse | is located at → 站在 | pool: 不知道 / 不遠 / 佇立 / 停留 / 去 / 婉婷 / 學校 / 很近 / 承翰 / 捷運 / 捷運站 / 站牌 / 站立 / 站長 / 請問 / 謝謝 / 走 / 那裡 / 高興
捷運站在哪裡？ | reverse | not far → 不遠 | pool: 不服 / 不滿 / 不知道 / 不近 / 不遠的 / 不齒 / 去 / 嗎 / 婉婷 / 學校 / 很近 / 承翰 / 捷運 / 捷運站 / 站在 / 請問 / 謝謝 / 走 / 遠 / 那裡 / 高興
捷運站在哪裡？ | reverse | please ask → 請問 | pool: 不知道 / 不遠 / 去 / 嗎 / 婉婷 / 學校 / 很近 / 捷運 / 捷運站 / 站在 / 詢問 / 請假 / 請客 / 請教 / 謝謝 / 質問 / 走 / 那裡 / 高興
捷運站在哪裡？ | reverse | question marker → 嗎 | pool: 不知道 / 去 / 婉婷 / 學校 / 很近 / 站在 / 請問 / 謝謝 / 遠 / 那裡 / 高興
捷運站在哪裡？ | reverse | school → 學校 | pool: 不知道 / 不遠 / 去 / 嗎 / 婉婷 / 學府 / 學生 / 學習 / 學術 / 很近 / 承翰 / 捷運 / 捷運站 / 站在 / 請問 / 謝謝 / 走 / 遠 / 那裡 / 高興
捷運站在哪裡？ | reverse | thank you → 謝謝 | pool: 不知道 / 不遠 / 去 / 嗎 / 婉婷 / 學校 / 很近 / 承翰 / 捷運 / 捷運站 / 站在 / 請問 / 謝意 / 謝絕 / 謝罪 / 走 / 遠 / 那裡 / 高興
捷運站在哪裡？ | reverse | there → 那裡 | pool: 不知道 / 不遠 / 哪裡 / 嗎 / 婉婷 / 學校 / 很近 / 承翰 / 捷運 / 捷運站 / 站在 / 請問 / 走 / 遠 / 那兒 / 那時 / 那邊 / 高興
捷運站在哪裡？ | reverse | to go → 去 | pool: 不知道 / 不遠 / 嗎 / 婉婷 / 學校 / 很近 / 承翰 / 捷運 / 捷運站 / 站在 / 請問 / 謝謝 / 走 / 趣 / 過 / 遠 / 遣 / 遣送 / 那裡 / 高興 / 鵠
捷運站在哪裡？ | reverse | very close → 很近 | pool: 不知道 / 不遠 / 去 / 嗎 / 婉婷 / 學校 / 很低 / 很近的 / 很高 / 承翰 / 捷運 / 捷運站 / 站在 / 請問 / 謝謝 / 走 / 遠 / 那裡 / 高興
捷運站在哪裡？ | reverse | walk → 走 | pool: 不知道 / 不遠 / 去 / 嗎 / 婉婷 / 學校 / 很近 / 承翰 / 捷運 / 捷運站 / 站在 / 行 / 謝謝 / 跑 / 跳 / 躍 / 遠 / 那裡
捷運站在哪裡？ | synonym | 不知道 → 不清楚 | pool: 忘記 / 想 / 記得
捷運站在哪裡？ | synonym | 不遠 → 近 | pool: 低 / 遠 / 高
捷運站在哪裡？ | synonym | 去 → 前往 | pool: 吃 / 買 / 賣
捷運站在哪裡？ | synonym | 嗎 → 呢 | pool: 了 / 吧 / 啊
捷運站在哪裡？ | synonym | 婉婷 → 名字 | pool: 女生 / 朋友 / 男生
捷運站在哪裡？ | synonym | 學校 → 學堂 | pool: 圖書館 / 書店 / 課本
捷運站在哪裡？ | synonym | 學校 → 學院 | pool: 書 / 老師 / 課程
捷運站在哪裡？ | synonym | 很近 → 非常近 | pool: 低 / 非常遠 / 高
捷運站在哪裡？ | synonym | 承翰 → 名字 | pool: 學生 / 校長 / 老師
捷運站在哪裡？ | synonym | 捷運 → 地鐵 | pool: 公車 / 腳踏車 / 計程車
捷運站在哪裡？ | synonym | 捷運站 → 地鐵站 | pool: 公車總站 / 港口 / 火車站
捷運站在哪裡？ | synonym | 捷運站 → 車站 | pool: 橋樑 / 路口 / 隧道
捷運站在哪裡？ | synonym | 站在 → 位於 | pool: 移動 / 跳躍 / 靜止
捷運站在哪裡？ | synonym | 請問 → 問一下 | pool: 請假 / 請客 / 請求
捷運站在哪裡？ | synonym | 請問 → 詢問 | pool: 介紹 / 回答 / 說明
捷運站在哪裡？ | synonym | 謝謝 → 感謝 | pool: 再見 / 對不起 / 抱歉
捷運站在哪裡？ | synonym | 走 → 步行 | pool: 游泳 / 跑 / 跳
捷運站在哪裡？ | synonym | 走 → 行走 | pool: 停 / 跑 / 跳
捷運站在哪裡？ | synonym | 遠 → 遙遠 | pool: 低 / 近 / 高
捷運站在哪裡？ | synonym | 那裡 → 哪裡 | pool: 右邊 / 左邊 / 這裡
捷運站在哪裡？ | synonym | 高興 → 開心 | pool: 生氣 / 累 / 餓
捷運站在哪裡？ | translation | 不知道 → do not know | pool: MRT / MRT station / Wan Ting / do not care / do not hear / do not see / far / happy / is located at / not far / please ask / question marker / school / thank you / there / to forget / to go / to know / to remember / very close / walk
捷運站在哪裡？ | translation | 不遠 → not far | pool: Cheng Han / MRT / MRT station / Wan Ting / do not know / extremely distant / far / happy / is located at / please ask / question marker / school / thank you / there / to go / very close / very distant / very long / walk
捷運站在哪裡？ | translation | 去 → to go | pool: Cheng Han / MRT / MRT station / Wan Ting / do not know / far / happy / is located at / not far / please ask / question marker / school / thank you / there / to come / to run / to stay / very close / walk
捷運站在哪裡？ | translation | 嗎 → question marker | pool: Cheng Han / MRT station / Wan Ting / comma / do not know / exclamation mark / far / happy / is located at / not far / period / please ask / school / thank you / there / to go / very close / walk
捷運站在哪裡？ | translation | 婉婷 → Wan Ting | pool: Cheng Han / Li Li / MRT / MRT station / Mei Mei / Ting Ting / Wan Juan / Wan Ling / Wan Xia / do not know / far / happy / is located at / not far / please ask / question marker / school / thank you / there / to go / very close / walk
捷運站在哪裡？ | translation | 學校 → school | pool: Cheng Han / MRT / MRT station / Wan Ting / do not know / far / happy / is located at / kindergarten / library / not far / please ask / question marker / thank you / there / to go / university / very close / walk
捷運站在哪裡？ | translation | 很近 → very close | pool: Cheng Han / MRT / MRT station / Wan Ting / a little distant / do not know / extremely distant / far / happy / is located at / not far / not very close / please ask / question marker / school / somewhat far / thank you / to go / walk
捷運站在哪裡？ | translation | 承翰 → Cheng Han | pool: Chen Guang / Chen Han / Cheng Ming / Han Wang / MRT / MRT station / Wan Ting / Wang Chen / Zhang Wei / do not know / far / happy / is located at / please ask / question marker / school / thank you / there / to go / very close / walk
捷運站在哪裡？ | translation | 捷運 → MRT | pool: Cheng Han / MRT station / Wan Ting / cable car / elevator / far / funicular / happy / is located at / maglev / monorail / not far / please ask / question marker / school / thank you / there / to go / very close / walk
捷運站在哪裡？ | translation | 捷運站 → MRT station | pool: Cheng Han / MRT / Wan Ting / airport terminal / border crossing / bus garage / do not know / far / ferry dock / happy / is located at / not far / question marker / school / seaport / there / to go / train depot / very close
捷運站在哪裡？ | translation | 站在 → is located at | pool: Cheng Han / MRT / MRT station / Wan Ting / do not know / far / happy / not far / please ask / question marker / school / thank you / there / to be arriving at / to be heading to / to be leaving from / to go / to hang from / to lie on / to sit at / very close / walk
捷運站在哪裡？ | translation | 請問 → please ask | pool: Cheng Han / MRT / MRT station / Wan Ting / do not know / far / happy / is located at / not far / please do / please say / please tell / please write / question marker / school / thank you / to go / very close / walk
捷運站在哪裡？ | translation | 謝謝 → thank you | pool: Cheng Han / MRT / MRT station / Wan Ting / do not know / excuse me / far / goodbye / happy / hello / is located at / not far / please ask / question marker / school / sorry / there / to go / very close / walk
捷運站在哪裡？ | translation | 走 → walk | pool: Cheng Han / MRT / MRT station / Wan Ting / do not know / far / happy / is located at / not far / please ask / question marker / school / thank you / there / to fly / to go / to jump / to swim / very close
捷運站在哪裡？ | translation | 遠 → far | pool: Cheng Han / MRT / MRT station / Wan Ting / deep / do not know / happy / is located at / long / not far / please ask / question marker / school / short / thank you / there / to go / walk / wide
捷運站在哪裡？ | translation | 那裡 → there | pool: Cheng Han / MRT / MRT station / Wan Ting / do not know / everywhere / far / happy / here / is located at / not far / nowhere / please ask / school / thank you / to go / very close / walk
捷運站在哪裡？ | translation | 高興 → happy | pool: Cheng Han / MRT / Wan Ting / angry / bored / do not know / far / is located at / not far / please ask / question marker / sad / school / thank you / there / to go / walk
